,Entity Name,Entity Type,has_co,has_digit_num,has_city_list2,comma,other_punc,word_count,encoded_langs
7473,Ilda Maria da Conceição,Person,0,0,0,False,False,4,12
7474,Asma Rahman,Person,0,0,0,False,False,2,12
7475,"Kobayashi, Hirohito",Person,0,0,0,True,False,2,12
7476,Bob Clark,Person,0,0,0,False,False,2,12
7477,"Lalié, Jacques Zanehno",Person,0,0,0,True,False,3,12
7478,Olivier Goudet,Person,0,0,0,False,False,2,12
7479,Andrew TELFER,Person,0,0,0,False,False,2,12
7480,Jasmin Risch,Person,0,0,0,False,False,2,12
7481,صالح عبد الله كامل,Person,0,0,0,False,False,4,0
7482,Mari Cybelle Hermansen,Person,0,0,0,False,False,3,12
7483,"Aziz Ndao, Abdoulaye",Person,0,0,0,True,False,3,12
7484,Kunihiko Mori,Person,0,0,0,False,False,2,12
7485,"ӘНУАРОВ,Думан Ақанұлы",Person,0,0,0,True,False,3,3
7486,"ÇOLAK,Çağrı",Person,0,0,0,True,False,2,12
7487,Matthew Lee Higgins,Person,0,0,0,False,False,3,12
7488,David Gonzales,Person,0,0,0,False,False,2,12
7489,Євген Вікторович Левченко,Person,0,0,0,False,False,3,3
7490,"NAĞIYEV,Əli",Person,0,0,0,True,False,2,12
7491,沙吉旦·阿友甫,Person,0,0,0,False,True,6,2
7492,郑莹,Person,0,0,0,False,False,2,2
7493,"Emanuel, Rashede",Person,0,0,0,True,False,2,12
7494,Arturo Moran Vargas,Person,0,0,0,False,False,3,12
7495,"Loane, Mark",Person,0,0,0,True,False,2,12
7496,"Morina, Liridon",Person,0,0,0,True,False,2,12
7497,"Al Jalahma, Yusuf Bin Ahmed bin Hussain",Person,0,0,0,True,False,7,12
7498,Abdul Raheem Abdulla,Person,0,0,0,False,False,3,12
7499,"Mccormack, Johnathan",Person,0,0,0,True,False,2,12
7500,Emmanuel Faber,Person,0,0,0,False,False,2,12
7501,Kevin English,Person,0,0,0,False,False,2,12
7502,"Lateef, Fatimah binte Abdul",Person,0,0,0,True,False,4,12
7503,Patricia Bernstein,Person,0,0,1,False,False,2,12
7504,余文生,Person,0,0,0,False,False,3,2
7505,"Sanmohamat, Rusmaeni",Person,0,0,0,True,False,2,12
7506,"Bird, Allan",Person,0,0,0,True,False,2,12
7507,"ნინუა,თამაზ",Person,0,0,0,True,False,2,5
7508,Amien Rais,Person,0,0,0,False,False,2,12
7509,"ШЫНЫБЕКОВ,Нұрлыбек Жайлыбайұлы",Person,0,0,0,True,False,3,3
7510,Jean-Jacques Bouya,Person,0,0,0,False,True,3,12
7511,Erick Weber Paulus,Person,0,0,0,False,False,3,12
7512,Wasfi Ali Suleiman Arrawashdeh,Person,0,0,0,False,False,4,12
7513,大竹雅明,Person,0,0,0,False,False,4,2
7514,"Yasin, Anas",Person,0,0,0,True,False,2,12
7515,"Rolle, Titus",Person,0,0,0,True,False,2,12
7516,"Southard, Diana",Person,0,0,0,True,False,2,12
7517,迪力努尔·艾则孜,Person,0,0,0,False,True,7,2
7518,Germán José Gonzáles Doimi,Person,0,0,1,False,False,4,12
7519,Elouera Bowmer,Person,0,0,0,False,False,2,12
7520,Song Nam Kang,Person,0,0,0,False,False,3,12
7521,艾力·库尔班,Person,0,0,0,False,True,5,2
7522,"Farnham, Philippa",Person,0,0,0,True,False,2,12
7523,Jeffrey Epstein,Person,0,0,0,False,False,2,12
7524,Caitlin Govender,Person,0,0,0,False,False,2,12
7525,Rafael Garza Lozano,Person,0,0,0,False,False,3,12
7526,"Omri, Mounira Bent Farahat",Person,0,0,0,True,False,4,12
7527,Habibullah Habib,Person,0,0,0,False,False,2,12
7528,热依汗·马合木提,Person,0,0,0,False,True,7,2
7529,"Barnard, Nicholas",Person,0,0,0,True,False,2,12
7530,"MƏMMƏDOV,Vaqif Yadulla oğlu",Person,0,0,0,True,False,4,12
7531,양재성,Person,0,0,0,False,False,3,7
7532,"Deenoo, Dharamraj",Person,0,0,0,True,False,2,12
7533,එම් එල් කේ පෙරේරා,Person,1,0,0,False,False,4,14
7534,胡奉宪,Person,0,0,0,False,False,3,2
7535,ونذير حمادة,Person,0,0,0,False,False,2,0
7536,"Colombet, Jean-François Yves",Person,0,0,0,True,True,4,12
7537,jonathan ross,Person,0,0,0,False,False,2,12
7538,Gary Coleman,Person,0,0,0,False,False,2,12
7539,"Tok, Poh Ling",Person,0,0,0,True,False,3,12
7540,Clovis Torres Junior,Person,0,0,0,False,False,3,12
7541,RICARDO ANDRES VARGAS PARDO,Person,0,0,0,False,False,4,12
7542,Kai Kwun Ko,Person,0,0,0,False,False,3,12
7543,"Rawlins-Robinson, Patricia Jean",Person,0,0,0,True,True,4,12
7544,Eduardo Lòpez,Person,0,0,0,False,False,2,12
7545,Vaida Liandzbergaite,Person,0,0,0,False,False,2,12
7546,"Delgado Blandón, María del Carmen",Person,0,0,0,True,False,5,12
7547,黃偉峰,Person,0,0,0,False,False,3,2
7548,Ali Aşlık,Person,0,0,0,False,False,2,12
7549,"Allen, Grace",Person,0,0,0,True,False,2,12
7550,"Empain, Stéphanie",Person,0,0,0,True,False,2,12
7551,جون فارلي,Person,0,0,0,False,False,2,0
7552,Mari Takahashi,Person,0,0,0,False,False,2,12
7553,"Bitakwira Bihona-Hayi, Justin",Person,0,0,0,True,True,4,12
7554,"Junttila, Juho Eemeli",Person,0,0,0,True,False,3,12
7555,Kay Olok Sword Gusmão,Person,0,0,0,False,False,4,12
7556,Laniyah Taylor,Person,0,0,0,False,False,2,12
7557,Micheal Gerard L'Estrange,Person,0,0,0,False,True,3,12
7558,"Kakoma, Patrick",Person,0,0,0,True,False,2,12
7559,SHI YAOBIN,Person,0,0,0,False,False,2,12
7560,김승탁,Person,0,0,0,False,False,3,7
7561,"Khambai, Vongphim",Person,0,0,0,True,False,2,12
7562,玛依努尔·加汗,Person,0,0,0,False,True,6,2
7563,"Yermakov, Leonid Fedorovych",Person,0,0,0,True,False,3,12
7564,"TUNAHAN,İsmail",Person,0,0,0,True,False,2,12
7565,"Arreh, Abdourahman Yonis",Person,0,0,0,True,False,3,12
7566,이재욱,Person,0,0,0,False,False,3,7
7567,Libero Barulli,Person,0,0,0,False,False,2,12
7568,林俊杰,Person,0,0,0,False,False,3,2
7569,"Pérez, Antonio",Person,0,0,0,True,False,2,12
7570,吐尔逊阿衣·巴斯提,Person,0,0,0,False,True,8,2
7571,"Jelen Mikša, Amalija",Person,0,0,0,True,False,3,12
7572,"Sugiyama, Yoshiki",Person,0,0,0,True,False,2,12
7573,"Potter, Kirton",Person,0,0,0,True,False,2,12
7574,"Ovono, Federico Edjo",Person,0,0,0,True,False,3,12
7575,Abdulaziz Bin Abdulrahman Bin Mugbil Al Shamekh,Person,0,0,0,False,False,7,12
7576,"Khorn, Sareth",Person,0,0,0,True,False,2,12
7577,Percy Sione Havea Taione,Person,0,0,0,False,False,4,12
7578,Rene Camposano Larraechea,Person,1,0,1,False,False,3,12
7579,根本武明,Person,0,0,0,False,False,4,2
7580,"Packer, Joseph",Person,0,0,1,True,False,2,12
7581,راشد العبدالعزيز الراشد,Person,0,0,0,False,False,3,0
7582,"Obeidat, Suleiman Fayadh Suleiman",Person,0,0,0,True,False,4,12
7583,"Kelati Debessai, Negiste",Person,0,0,0,True,False,3,12
7584,赵飚,Person,0,0,0,False,False,2,2
7585,舒余坤,Person,0,0,0,False,False,3,2
7586,"ԲԱԳՄԱՆՅԱՆ,Հայկազ",Person,0,0,0,True,False,2,1
7587,Simione Tufui Uai,Person,0,0,0,False,False,3,12
7588,"Al Saghir, Mohamed",Person,0,0,0,True,False,3,12
7589,خالد حمزة نحاس,Person,0,0,0,False,False,3,0
7590,"Fortuna y Tejeda, Fernando Antonio",Person,0,0,0,True,False,5,12
7591,渡辺将隼,Person,0,0,0,False,False,4,2
7592,Jack Kelly,Person,0,0,0,False,False,2,12
7593,Querubina Melodasilva,Person,0,0,0,False,False,2,12
7594,یعقوب,Person,0,0,0,False,False,1,0
7595,"Sin Poh, Huei",Person,0,0,1,True,False,3,12
7596,김영우,Person,0,0,0,False,False,3,7
7597,"Ngwenya, Lindiwe",Person,0,0,0,True,False,2,12
7598,최예진,Person,0,0,0,False,False,3,7
7599,"ЖАУАПОВ,Амангельді Әділұлы",Person,0,0,0,True,False,3,3
7600,Soon Chay Yong,Person,0,0,0,False,False,3,12
7601,ROS SEILAVA,Person,0,0,0,False,False,2,12
7602,Carl Bertrand Westerby Roberts,Person,0,0,0,False,False,4,12
7603,"Ngalitsa Vawite, Vincent",Person,0,0,0,True,False,3,12
7604,撖学平,Person,0,0,0,False,False,3,2
7605,"Sharif, Abdulftah",Person,0,0,0,True,False,2,12
7606,يونا متسجر,Person,0,0,0,False,False,2,0
7607,库尔班·赫依提,Person,0,0,0,False,True,6,2
7608,विजय विलास चव्हाण,Person,0,0,0,False,False,3,4
7609,"Bühler, Helmut",Person,0,0,0,True,False,2,12
7610,"Rawe, Waikama Magarya",Person,0,0,0,True,False,3,12
7611,AGUSTÍN GUILLERMO CARSTENS CARSTENS,Person,0,0,0,False,False,4,12
7612,ကောင်းခန့်ဇင်,Person,1,0,0,False,False,6,13
7613,Takao Ito,Person,0,0,0,False,False,2,12
7614,Daouda Wabi,Person,0,0,0,False,False,2,12
7615,Andrea Callaert,Person,0,0,0,False,False,2,12
7616,"TROGRLIĆ,Željko",Person,0,0,0,True,False,2,12
7617,"Al Bakoush, Jamela",Person,0,0,0,True,False,3,12
7618,"Gao, Fei",Person,0,0,0,True,False,2,12
7619,"Palikot, Janusz Marian",Person,0,0,0,True,False,3,12
7620,"Ngatselé, Alphonse",Person,0,0,0,True,False,2,12
7621,Olivia Naidoo,Person,0,0,0,False,False,2,12
7622,Iván Jesús López Zambrano,Person,0,0,0,False,False,4,12
7623,"Fadhl, Sayed Mahmoud Mehdi Hasan",Person,0,0,0,True,False,5,12
7624,周舒,Person,0,0,0,False,False,2,2
7625,Jean-Paul Aimé Gobel,Person,0,0,0,False,True,4,12
7626,Pablo Fernández,Person,0,0,0,False,False,2,12
7627,"Bertozzi Sánchez, Luis",Person,0,0,0,True,False,3,12
7628,"Patel, Lilian Estella",Person,0,0,0,True,False,3,12
7629,Mohamed Ahdy Abbas Fadly,Person,0,0,0,False,False,4,12
7630,安金良,Person,0,0,0,False,False,3,2
7631,TREVOR WOODS,Person,0,0,0,False,False,2,12
7632,艾力·阿不力米提,Person,0,0,0,False,True,7,2
7633,"KOVÁČIK,Vladimír",Person,0,0,0,True,False,2,12
7634,"Terzić, Nataša",Person,0,0,0,True,False,2,12
7635,邢小强,Person,0,0,0,False,False,3,2
7636,张振宝,Person,0,0,0,False,False,3,2
7637,パク・ジョンフン,Person,0,0,0,False,True,7,10
7638,Jun Soo Kim,Person,0,0,0,False,False,3,12
7639,"Killion, Redley",Person,0,0,0,True,False,2,12
7640,郭翠朵,Person,0,0,0,False,False,3,2
7641,波川智央,Person,0,0,0,False,False,4,2
7642,"Figaroa-Semeleer, Jane R.",Person,0,0,0,True,True,4,12
7643,"Djire, Maurice",Person,0,0,0,True,False,2,12
7644,月岡隆,Person,0,0,0,False,False,3,2
7645,Fareed Azad Iman Chuttan,Person,0,0,0,False,False,4,12
7646,José Feliciano Martínez Navarro,Person,0,0,1,False,False,4,12
7647,"Seilhamer Rodríguez, Lawrence N.",Person,0,0,0,True,True,4,12
7648,عصيلمو ولد منبر,Person,0,0,0,False,False,3,0
7649,"Mansy, Essam Saad Abbas Ahmed",Person,0,0,0,True,False,5,12
7650,أحمد بن فهد بن سلمان بن عبد العزيز آل سعود,Person,0,0,0,False,False,10,0
7651,"CULACHE,Ioniţă",Person,0,0,0,True,False,2,12
7652,"Goibov, Manzar",Person,0,0,0,True,False,2,12
7653,Vancho Uzunov,Person,0,0,1,False,False,2,12
7654,Douglas Brown,Person,0,0,1,False,False,2,12
7655,Amira Shokybaeva,Person,0,0,0,False,False,2,12
7656,Liviu Timar,Person,0,0,0,False,False,2,12
7657,"Drousie, Denis",Person,0,0,0,True,False,2,12
7658,"Młynarczyk, Henryk",Person,0,0,0,True,False,2,12
7659,足立貴宏,Person,0,0,0,False,False,4,2
7660,하유정,Person,0,0,0,False,False,3,7
7661,Ali bin Apong,Person,0,0,0,False,False,3,12
7662,Andrew Clark,Person,0,0,0,False,False,2,12
7663,"de Kort, Johannes Arnoldus",Person,0,0,0,True,False,4,12
7664,سيلفيو برلسكوني,Person,0,0,0,False,False,2,0
7665,"Scully, Niall",Person,0,0,0,True,False,2,12
7666,"Auškāpa, Katrīna",Person,0,0,0,True,False,2,12
7667,"Storesund, Siv",Person,0,0,0,True,False,2,12
7668,"ŁOPATECKI,Zbigniew",Person,0,0,0,True,False,2,12
7669,"Lindquist, Ephraim",Person,0,0,0,True,False,2,12
7670,"Al Ghariani, Mohamed Mohamed",Person,0,0,0,True,False,4,12
7671,"Stráský, Jaroslav",Person,0,0,0,True,False,2,12
7672,بينيامين بن إليعزر,Person,0,0,0,False,False,3,0
7673,Ahmad Nur Fadhi,Person,0,0,0,False,False,3,12
7674,Raul Wagner da Conceição Bragança Neto,Person,0,0,0,False,False,6,12
7675,"ראא'ד,סאעד",Person,0,0,0,True,True,2,8
7676,"Zidan, Fayez Aaref Ahmed",Person,0,0,0,True,False,4,12
7677,島田正次,Person,0,0,0,False,False,4,2
7678,"Kaloko, Alie",Person,0,0,0,True,False,2,12
7679,Artem Shirobokov,Person,0,0,0,False,False,2,12
7680,Serge Varsano,Person,0,0,0,False,False,2,12
7681,Colin Lipsett,Person,0,0,0,False,False,2,12
7682,Ismael Antonio Peñate Barrera,Person,0,0,0,False,False,4,12
7683,叶夫根尼•普里戈津,Person,0,0,0,False,True,8,2
7684,"ՄԻՐԶՈՅԱՆ,Արտակ",Person,0,0,0,True,False,2,1
7685,"Barebukize, Phenias",Person,0,0,0,True,False,2,12
7686,Andriej Władimirowicz CZIERIEZOW,Person,0,0,0,False,False,3,12
7687,"Castillo García, Dante Alberto",Person,0,0,0,True,False,4,12
7688,"Carter, Gregory",Person,0,0,0,True,False,2,12
7689,Gang Yi,Person,0,0,0,False,False,2,12
7690,"Thinyane, Mokoinihi",Person,0,0,0,True,False,2,12
7691,"Eliseev, Alexander",Person,0,0,0,True,False,2,12
7692,"Touzayamoko, Thomas Ilenda",Person,0,0,0,True,False,3,12
7693,Sylvère Ahorugeze,Person,0,0,0,False,False,2,12
7694,江崎幸吉,Person,0,0,0,False,False,4,2
7695,"de B. S. Moreira, Felisberto",Person,0,0,0,True,True,7,12
7696,"Ya France, Ponhele Andrew Mbidi",Person,0,0,1,True,False,5,12
7697,"TEPEŠ,Zlatko",Person,0,0,0,True,False,2,12
7698,"Ramazani Masudi Kilele, Mabuga",Person,0,0,0,True,False,4,12
7699,Maritza Yolanda Garrido Lecca Risco,Person,0,0,1,False,False,5,12
7700,Hamisi Rashid Omary,Person,0,0,0,False,False,3,12
7701,"Al-Anazi, Ali bin Dabkal bin Ali",Person,0,0,0,True,True,7,12
7702,"Parpotta, Christiana",Person,0,0,0,True,False,2,12
7703,අමිර්තනාදන් අඩෙයිකලනාදන්,Person,1,0,0,False,False,2,14
7704,Nelson dos Santos,Person,0,0,1,False,False,3,12
7705,Ndivhuho Grace Mahosi,Person,0,0,0,False,False,3,12
7706,서영배,Person,0,0,0,False,False,3,7
7707,"Reehoorn, Wietze",Person,0,0,0,True,False,2,12
7708,"Mrabet, Mohamed Hefdhi",Person,0,0,0,True,False,3,12
7709,"Ren, Haitian",Person,0,0,1,True,False,2,12
7710,"Al Abri, Naif Bin Ali",Person,0,0,0,True,False,5,12
7711,ສອນທະນູ ທຳມະວົງ,Person,0,0,0,False,False,2,11
7712,"Claxton, Jacqueline",Person,0,0,0,True,False,2,12
7713,أحمد عز,Person,0,0,0,False,False,2,0
7714,"Vergopoulos, Georgios",Person,0,0,0,True,False,2,12
7715,David Armstrong,Person,0,0,0,False,False,2,12
7716,"კეკელიძე,შოთა",Person,0,0,0,True,False,2,5
7717,"Acosta Carlez, Luis Felipe",Person,0,0,0,True,False,4,12
7718,Kadrija Hodžić,Person,0,0,0,False,False,2,12
7719,"Ganem, Carmen",Person,0,0,0,True,False,2,12
7720,Saad Abdul Jabbar Yusof Al-Mutalabi,Person,0,0,0,False,True,6,12
7721,Sid'Ahmed Mohamed Ahmed,Person,0,0,0,False,True,3,12
7722,杨鶤,Person,0,0,0,False,False,2,2
7723,"Smit, Paul Albertus",Person,0,0,0,True,False,3,12
7724,박무한,Person,0,0,0,False,False,3,7
7725,Tom Moran,Person,0,0,0,False,False,2,12
7726,平塚秀昭,Person,0,0,0,False,False,4,2
7727,"יזהר,הבר",Person,0,0,0,True,False,2,8
7728,Vlade Stojchevski,Person,0,0,0,False,False,2,12
7729,小渕 優子,Person,0,0,0,False,False,5,2
7730,Indra Birowo,Person,0,0,0,False,False,2,12
7731,"Hong, In Bom",Person,0,0,0,True,False,3,12
7732,Mohamed Ali Hassan Abdi,Person,0,0,0,False,False,4,12
7733,Isaac Cleemis Thottunkal,Person,0,0,0,False,False,3,12
7734,向华强,Person,0,0,0,False,False,3,2
7735,"Zaeva, Aleksandra",Person,0,0,0,True,False,2,12
7736,"Cubbon, Alan",Person,0,0,0,True,False,2,12
7737,පී ලියනගේ,Person,1,0,0,False,False,2,14
7738,George Grant,Person,0,0,0,False,False,2,12
7739,"Ganbyamba, Navaansamdan",Person,0,0,0,True,False,2,12
7740,"Hall, Eldon",Person,0,0,0,True,False,2,12
7741,Mohammad Ali Sabah Abdol Mohsen,Person,0,0,0,False,False,5,12
7742,Mohsen Chizari,Person,0,0,0,False,False,2,12
7743,"Fokar, Bou Chaib",Person,0,0,0,True,False,3,12
7744,Kevin McCann,Person,0,0,0,False,False,2,12
7745,王暐翔,Person,0,0,0,False,False,3,2
7746,Borut Jamnik,Person,0,0,1,False,False,2,12
7747,"Mamayusupov, Mukhamad Bobozhonovich",Person,0,0,0,True,False,3,12
7748,Jennifer Anne Maki,Person,0,0,0,False,False,3,12
7749,Eduardo Refinetti Guardia,Person,0,0,0,False,False,3,12
7750,"Vibert, Mike Edward",Person,0,0,0,True,False,3,12
7751,John Morgan,Person,0,0,0,False,False,2,12
7752,刘啟群,Person,0,0,0,False,False,3,2
7753,"Wattley, Duncan",Person,0,0,0,True,False,2,12
7754,"Chiang, Yi-Hsiung",Person,0,0,0,True,True,3,12
7755,"Gluhaković, Predrag",Person,0,0,0,True,False,2,12
7756,宋秀岩,Person,0,0,0,False,False,3,2
7757,"Mkadara, Afidati",Person,0,0,0,True,False,2,12
7758,Juan Francisco Bortagaray Gerez,Person,0,0,1,False,False,4,12
7759,류종림,Person,0,0,0,False,False,3,7
7760,"ŠŤASTNÝ,Vladimír",Person,0,0,0,True,False,2,12
7761,"Chan, Tsz King",Person,0,0,0,True,False,3,12
7762,"ΓΚΟΓΚΑΣ,Κωνσταντίνος",Person,0,0,0,True,False,2,6
7763,"Rodrigue, Tchikamen",Person,0,0,0,True,False,2,12
7764,Francisco Javier Lopez Alvarez,Person,0,0,0,False,False,4,12
7765,Chacha Zakayo Wangwe,Person,0,0,0,False,False,3,12
7766,"VOO, KENHOW",Person,0,0,0,True,False,2,12
7767,"De Sousa e Silva, Arlindo",Person,0,0,0,True,False,5,12
7768,"ЗХАО,Јианли",Person,0,0,0,True,False,2,3
7769,"do Rosário, Raimundo Arrais",Person,0,0,0,True,False,4,12
7770,越川勝典,Person,0,0,0,False,False,4,2
7771,Binyamin Sassi,Person,0,0,0,False,False,2,12
7772,"Issa, Ahmed",Person,0,0,0,True,False,2,12
7773,李华春,Person,0,0,0,False,False,3,2
7774,"Haddocks, Juan M.",Person,0,0,0,True,True,3,12
7775,Thierry Lacoste,Person,0,0,0,False,False,2,12
7776,Honey Mittal,Person,0,0,0,False,False,2,12
7777,심정태,Person,0,0,0,False,False,3,7
7778,"Wasajja, Daudi Kintu",Person,0,0,0,True,False,3,12
7779,马云,Person,0,0,0,False,False,2,2
7780,"O’Leary, Síofra",Person,0,0,0,True,True,2,12
7781,Rorion Salacinho,Person,0,0,0,False,False,2,12
7782,"Hodge, Jeremy W.",Person,0,0,0,True,True,3,12
7783,Hamada Madi,Person,0,0,0,False,False,2,12
7784,Hui Yong Kim,Person,0,0,0,False,False,3,12
7785,Mahabir Prasadji Bagrodia,Person,0,0,0,False,False,3,12
7786,Jacqui James,Person,0,0,0,False,False,2,12
7787,"Jefferis, John",Person,0,0,0,True,False,2,12
7788,Pedro Miguel Amaro De Bettencourt Calado,Person,0,0,0,False,False,6,12
7789,गंगाकुमारी राइको,Person,1,0,0,False,False,2,4
7790,禤伟旗,Person,0,0,0,False,False,3,2
7791,Abiba Aba,Person,0,0,1,False,False,2,12
7792,Zhong Jia Zhao,Person,0,0,0,False,False,3,12
7793,"Lopes dos Reis Monteiro, Júlio",Person,0,0,0,True,False,5,12
7794,"Borgogno, Laura",Person,0,0,1,True,False,2,12
7795,Renaud de Rasilly,Person,0,0,0,False,False,3,12
7796,علی القاصی,Person,0,0,0,False,False,2,0
7797,肖远德,Person,0,0,0,False,False,3,2
7798,"Kharif, Fatma Abdullah Tyrab",Person,0,0,0,True,False,4,12
7799,竹下亘,Person,0,0,0,False,False,3,2
7800,"Sawadogo, Charles",Person,0,0,0,True,False,2,12
7801,Joysane Muller,Person,0,0,0,False,False,2,12
7802,Astrid Herdis Magdalena Petersen,Person,0,0,0,False,False,4,12
7803,"Moses, Tanya",Person,0,0,0,True,False,2,12
7804,"Mavoungou, Jean Aimé Antoine",Person,0,0,0,True,False,4,12
7805,Friedrich Vormelker,Person,0,0,0,False,False,2,12
7806,"Ahmad, Omar",Person,0,0,0,True,False,2,12
7807,"Belotto Vouga, Agustín",Person,0,0,0,True,False,3,12
7808,"Wijngaarde-van Dijk, Maureen Gloria",Person,0,0,0,True,True,5,12
7809,Chava Boyarin,Person,0,0,0,False,False,2,12
7810,"Permana, Dede Indra",Person,0,0,1,True,False,3,12
7811,"ŠĶĒLE,Andris",Person,0,0,0,True,False,2,12
7812,"ABU AMER, Nabil Zaki Ibrahim",Person,0,0,0,True,False,5,12
7813,반기상,Person,0,0,0,False,False,3,7
7814,"Kemem, Anram",Person,0,0,0,True,False,2,12
7815,"ՂԱԶԱՐՅԱՆ,Եվգենիա",Person,0,0,0,True,False,2,1
7816,"Monplaisir, Ralph",Person,0,0,0,True,False,2,12
7817,"Ravara Cary, Francisco",Person,0,0,0,True,False,3,12
7818,Richard James Stevens,Person,0,0,0,False,False,3,12
7819,Aleksei Lomia,Person,0,0,0,False,False,2,12
7820,خالد بن عبد العزيز الفالح,Person,0,0,0,False,False,5,0
7821,"Minnis, Roger L",Person,0,0,0,True,False,3,12
7822,"Afuha'amango, Tu'italakitai",Person,0,0,0,True,True,2,12
7823,"Al Khames, Abdulaziz bin Abdul Rahman Ibrahim",Person,0,0,0,True,False,7,12
7824,"Kubaru, Sukeeman",Person,0,0,0,True,False,2,12
7825,"Oliver, Reed B.",Person,0,0,0,True,True,3,12
7826,David Fairfield,Person,0,0,0,False,False,2,12
7827,Kevin Lamont,Person,0,0,0,False,False,2,12
7828,"Ndong Bacale, Jose Domingo",Person,0,0,1,True,False,4,12
7829,刘耐雪,Person,0,0,0,False,False,3,2
7830,Tim Williams,Person,0,0,0,False,False,2,12
7831,"Luzganov, Vladimir Nikolayevich",Person,0,0,1,True,False,3,12
7832,Thumbumuzi Dlamini,Person,0,0,0,False,False,2,12
7833,Ignasia Palandeng,Person,0,0,0,False,False,2,12
7834,"Dorji, Damchoe",Person,0,0,0,True,False,2,12
7835,Viktor Minko,Person,0,0,0,False,False,2,12
7836,Mireya Rabadan Atienza,Person,0,0,0,False,False,3,12
7837,"ĞAYNETDINEV,Rawil İsməğil uğlı",Person,0,0,0,True,False,4,12
7838,Ang Sun,Person,0,0,0,False,False,2,12
7839,劉邦詩,Person,0,0,0,False,False,3,2
7840,"Pansa, Ronny",Person,0,0,0,True,False,2,12
7841,Ian Chua,Person,0,0,0,False,False,2,12
7842,صالح بن ناصر الجاسر,Person,0,0,0,False,False,4,0
7843,이경하,Person,0,0,0,False,False,3,7
7844,Bakhtiyar Tokonovich Osmonaliev,Person,0,0,0,False,False,3,12
7845,PAVEL KRAVCHENKO,Person,0,0,0,False,False,2,12
7846,Thierry Solère,Person,0,0,0,False,False,2,12
7847,"Van Broekhoven, Dirk",Person,0,0,1,True,False,3,12
7848,"Boreh, Abdourahman Mohamed Mahamoud",Person,0,0,1,True,False,4,12
7849,박병룡,Person,0,0,0,False,False,3,7
7850,Joseph F. X. Zahra,Person,0,0,1,False,True,5,12
7851,"SUTOVIĆ,Jasmin",Person,0,0,0,True,False,2,12
7852,Tamer Abdel Alim Mohamed Ismail,Person,0,0,0,False,False,5,12
7853,Somchit Kittiyalath,Person,0,0,0,False,False,2,12
7854,Nasir Orr,Person,0,0,0,False,False,2,12
7855,Karen Anderson,Person,0,0,0,False,False,2,12
7856,Tomoji Suo,Person,0,0,0,False,False,2,12
7857,"Tramel, Jessica Lynn",Person,0,0,0,True,False,3,12
7858,ອຳພອນ ສີວິໄລສັກ,Person,0,0,0,False,False,2,11
7859,Kodjogan Mawulikplimi Kossigan,Person,0,0,0,False,False,3,12
7860,सुनील कुमार,Person,0,0,0,False,False,2,4
7861,정채윤,Person,0,0,0,False,False,3,7
7862,Ramil Sadigov,Person,0,0,0,False,False,2,12
7863,احمد، منیر,Person,0,0,0,False,True,2,0
7864,"Santry, Ann Josephine",Person,0,0,1,True,False,3,12
7865,"ElKabir, Abdullah Mohamed Abdullah",Person,0,0,0,True,False,4,12
7866,"Brown, Sue Kathrine",Person,0,0,0,True,False,3,12
7867,Ghoar Poghosyan,Person,0,0,0,False,False,2,12
7868,中野道夫,Person,0,0,0,False,False,4,2
7869,Darren Foong Keng Kok,Person,0,0,0,False,False,4,12
7870,"Maïga, Sidy Mamadou",Person,0,0,0,True,False,3,12
7871,Faryal Almaimani,Person,0,0,0,False,False,2,12
7872,"Victoria, Heidi",Person,0,0,1,True,False,2,12
7873,Bektur Asymbekovich Abdraev,Person,0,0,0,False,False,3,12
7874,พิพัทธ์ ชนะสงคราม,Person,0,0,0,False,False,2,15
7875,"Masupha, Majara E",Person,0,0,0,True,False,3,12
7876,JOSE ANTONIO FERNANDEZ CARBAJAL,Person,0,0,0,False,False,4,12
7877,"Pirov, Rustam Nazirbekovich",Person,0,0,0,True,False,3,12
7878,"Al Bakri, Ali Saleh Abdul Qader",Person,0,0,1,True,False,6,12
7879,"ВАЛИЕВ,Шаҳбоз Сироҷидинович",Person,0,0,0,True,False,3,3
7880,Ochirbat Punsalmaa,Person,0,0,0,False,False,2,12
7881,"Zul Castro, Maricarmen",Person,0,0,0,True,False,3,12
7882,李宏日,Person,0,0,0,False,False,3,2
7883,Ajeerah Fidrausul Bulqiah binti Sufri Bolkiah,Person,0,0,0,False,False,6,12
7884,"Seman, Benjamin Benavente",Person,0,0,0,True,False,3,12
7885,강정석,Person,0,0,0,False,False,3,7
7886,Lütfü Solak,Person,0,0,0,False,False,2,12
7887,"МҰСАБЕКҰЛЫ,Жандос",Person,0,0,0,True,False,2,3
7888,"Rossell Duchamps', Gil",Person,0,0,0,True,True,3,12
7889,"Kangro, Irina Stepanovna",Person,0,0,0,True,False,3,12
7890,"Narayanin, Theophane",Person,0,0,1,True,False,2,12
7891,Jorgo Telha,Person,0,0,0,False,False,2,12
7892,반주현,Person,0,0,0,False,False,3,7
7893,김학철,Person,0,0,0,False,False,3,7
7894,วรเชษฐ พรมโอภาษ,Person,0,0,0,False,False,2,15
7895,Gabriel Somjen,Person,0,0,0,False,False,2,12
7896,Kevin T. Ferguson,Person,0,0,0,False,True,3,12
7897,古力扎尔·买买提,Person,0,0,0,False,True,7,2
